polarity,text
1,@ethansuplee http://twitpic.com/5ewja - All you need is a pizza oven on an extension cord!  You could live there!
0,@mileycyrus IT WOULD MEAN ALOT TO ME IF U REPLIED 
0,"I wish some of my actual friends were on Twitter, what is the point of me posting with no followers... "
0,Damnit! Just lost all my delicious bookmarks while I was trying to concatenate my two accounts  Gahhhhhh 
0,Hurried to make it downtown for my 830am. No one is here 
1,@trinatyler   loveee the name 
0,@calvinko it's pretty good. You literally can't make anything bad with it. Should have gotten you that instead of the wine chiller. 
0,@joeymcintyre I had to pass up a free ticket to see you in Cincy yesterday 
0,"Life is really starting to suck.. Severe lack of sleep is making me irritated,  "
1,itchaaaaa 35 followers 
1,"@ANOPRAX How could anyone have a fetish to LaTeX... oh, I get it now, latex "
1,Eating .. alot! 
0,Life is unfair. I can't believe those putzes did what they did to my beloved leader. 
1,@TraxxOnDekk I can dig it  u got the dr dre jants? They keep all sound INNNNNN
0,APPRENTICE TIME. This is one of the highlights of my television year. I'm feeling all sentimental - I'm gonna miss Nick and Margaret. 
0,@KayleenDuhh Why not?! 
0,@justinewasko I probably won't even have to try 
0,"What a great start to my last weekend of relative freedom for a while. Sorry, just feeling like I've hit a low  "
0,why do people hate the JB? i just don't understand 
1,@TayGotTheJuice lol thanks 
0,Oh gosh! I wanted to sleep inn today. But now the noise of the lawn mowers woke me up  Its beautiful outside...time to get up!
0,"my night heres not going so well, having a hard time sleeping even with my sleeping meds, i'm stressed and a little sad "
0,@warwickprice welcome to the club 
0,I am sleepy... and my nose is still running from last night 
0,my face hurts 
0,@pompeyisariot oh aalright i gotcha and its been pretty good i miss everyon though  how has urs been? Rtt's Wifeyy(:
0,"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me. "
1,@inf0rmer Must confess I was expecting a blue screen at the very end 
0,@jen726jen I was wondering when this would happen...I hardly ever see anyone using their services. Sorry dear 
0,is finally at home after a long day - Now to clean the room.....i mean...house  Ugh!
1,Photo: This is my next new recipe to make  Sounds absolutely gooorgeooous! I can contoll myself though... http://tumblr.com/xgs1wvh4j
1,@RachelBlack_ *text* Hey Rach. I'm coming. I was at Embry's house. Flight is at 12am so we need to get moving!  See you soon! xoxo ~Becca
0,wanting this rain to stop 
1,I'm writing a doc on a cleanroom. Totally forgot I was on Twitter. Oops.   Thonnie
0,this isnt fair that @goonaffiliated won't hit me up  I do nothing but show love
1,"thanks for following, @deee_earl "
1,"@enamoredsoul yeah, ya man mashed up the club so  well they booked me for the 4th of July concert in Marina Del Rey "
1,"@mollyblock No, but not being on way home to family IS that bad. "
0,in bed all day sick. I think I have the flu.   and he worst thing is that I'm by myself at home.
0,i have strep throat  i'm coming home tomorrow!
1,Hey Monday! Adventure time with my deputy sexki 
1,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com "
0,apparently kassi has hit that age where she no longer wants to sleep in until 10 or 11 
0,@findo yes. But I'm a long way away. 
0,Someone hacked into my aim account and was chatting w/ people  It was probably...
0,so cold 
1,Rooster @ Rubbermaid Sale  Enjoying Country Living. http://myloc.me/24F9
0,missing my Tony already! havent been gone that long....havent sleep more than a night away frn hin 
0,@YogiChi  I can't work at all anymore.  
1,100th UPDATE 
0,Cant sleep. Ugh. If this is going to be a trend i.ll need to find something to do with my wakeful night hours. Read? Learn a language? 
1,http://twitpic.com/6e6wm - me and Tyrese @ Will's Seven Pounds premiere 
1,"@mnolan770 okay, mann. im getting an iphone on thursday. im gonna need your help to set it up. "
0,not so sure about this Mary Kay thing anymore... I'm gonna end up broke! 
0,Major Stress  I just want to order the flipping thing. and he had better have the one I want.
0,"@IsadoraR I DID . WTF !  there is someone named chris brown on the news :S lol! ahahah ! cool kid edit those photos ! p.s.i know, silly HA"
1,"weather permitting, I will be departing at 0200Z and arriving around 0600Z "
1,"Well , The power's broken  I`m Going to do something about it"
1,Ok headed home to get ready for a farewell happy hour with my friends  (I still haven't finished packing tho)
0,"need to go grocery shopping, do the laundry, take a shower and do my nails after work... why can't it be 5pm already? "
1,"I love it when people comment on my blog, @reply me on twitter or take the time to email me to thank me for my howtos. Keep 'em coming! "
1,http://twitpic.com/6iw3q - michael! here's your fsign. [naked or not?] 
0,Alice is awesome. I wanna rip Jame's head off tooooo. 
1,@andrewmjones i was 90% sure you were going to reply or retweet 
1,@womeninbiz Thanks 4 following! My business is Women in Business Networking 
1,@DJF8 It's only 11  PM 
1,"I really like the new Surfstation - http://surfstation.com/ (and for some strange reason, i miss the .lu suffix ...  )"
0,@Stephgivelas  im going into panic mode already! gonna go eat dinner
0,"Chocolate Lava Cake, Fudgy Chocolatey Brownie &amp; Ice Blended Dark Mocca for tea - choc overload for a Monday "
1,at home ! 
1,now i know what icons too. tomarrow i will change my youtube channels and my channel on heree. 
1,@BriefEpisode I saw you on oovoo..... Did I add you correctly?  
0,Sad to be leaving Sweden  lots of fun
1,downloading songs to my ipod before I hit downtown with fiancee 
0,AirBerlin sends me an invite to check in via web. Why didn't they do that yesterday when I got that middle seat? 
0,@sbaicker Client project work took precedence.   it's taking longer than projected and has to be done this weekend. Bright side is $$.
1,eating jollibee's mango ice caze with ice cream. pretty for this kind of weather... 
0,@matisyahu i want to go to #Rothbury Matisyahu! i've seen you 5 times! Ur such a inspiration! I can't afford Rothbury tickets 
1,@itsthursday haha. thanks to you too.  #JACK
0,"Just found out a family friend's dog died, like, an hour ago.  So sad!  "
1,@KeralaHoliday I ain't planning on doing the same with Steve waugh's book 
0,Why am I stuck up with this stupid Exception???? 
0,I think i may have my very first cavity!?    time to find a dentist STAT!
1,is gonna lay out and enjoy the sun today 
1,HOLY FUCK MAN. I'M MEETING ATL TODAY. 
1,I am excited about my free @daytonalagoon water park tickets! locals - follow them 
1,@DeirdreEileen awww i hope your doing better! and thanks love you too 
1,@Isil_Loves_Mcr good morning to you 
1,"Off to the gym, then a little shopping, and then...belly dancing "
1,"No idea if this is going to work, as can't hear a thing on my PC. Fingies crossed  ? http://blip.fm/~6sxko"
1,@katemanamtam Come on!  Give the link to me. LOL. 
0,"Lame, someone outbid me on the vintage Jaws poster "
0,"@theboygeorge i only have cell ph access   , wish i could view what yer posting, seems like great stuff. is it videos or music? xoxO"
0,oh wow. weather channel says that in the Dominican Republic it's 86ï¿½F but it feels like it's 96ï¿½F. it's......HOT. 
1,@cwtsh I think I've got them all 
1,@Alecmonty no probs thats what friends are for 
0,down with the flu 
1,after THIS kind of week :  http://bit.ly/116Fb3 - I was thrilled to win a pair of #Crocs today!  Needed this turn-around  #crocsfeelgood01
0,going to do somework good night tweetheads 
1,"Scratching my head...needed to explain to someone what a URL was. I made sure to used the phrase, &quot;The Internet&quot; in my answer.  "
0,"Hey look, its my 100th tweet!  And I'm doing it at 3:40 instead of sleeping    I'll never finish this work!!"
0,@philnolan3d cool I will get mine when I get home. Really want the new iPhone  But this is good
1,Today is a good day. 
0,@sky327 Mornin' sunshine!  I'm so jealous I won't be in Chicago tomorrow!    Give my boys an extra long squeeze for me!
1,@AngMoGirl Good luck! 
0,"@singswell ROTFL... the thing is, their practices are on weeknights  so I don't know if I'll join...."
0,It'S OnLy A MaTTeR Of TiMe 4 My GpA N I GoTTa Do ThIs All OvEr AgAin  
0,I need to start wearing my earplugs 
0,is friday night nd im stuck at home.... 
0,@106andpark I emailed you guys for tickets 3 weeks ago and no replyyy 
0,"@Dysarrae yeah, but ever since i lost the plug, i just want to sleep. I still have so ouch to do around the house too. "
1,Damn delicious cookies and their deliciousness! 
0,studying for socials provincials 
1,"@Yofia  and of course after I left DD started coughing etc., poor DH"
0,@storycollector our PBS is playing something else tonight 
0,"frusterated with this damned earring that hasn't fucking come out since FUCKING JANUARY, that finally came out, now won't go back in!! "
0,I think I drank too much water  no good
0,@bethie138 oh well that's alright then! But that means you won't be able to talk to me when I wake up  boooo
0,in science reall bored  making a skull.
0,Cleaning has made me sick. 
0,My stomach hates me! I can't make this statement enough! 
0,today was my first examen.. was easy ;) but friday second examen  so much to learn 
1,@luvlywendy Nice Wendy 
1,reading my new book 
1,"@Tels_Closet  I know the feeling, the drycleaners here suck. i ship a lot to LA, or wait till i go to la for special items. "
0,"@StopDropandRead You know for your blogger? Among the Hues, I can't comment "
1,@trent_reznor -- U-DA-MON... I have been sober for .......... 5 minutes !!!   \I never went cold turkey.. I just grew out of it.  
1,@Jerichaaa ask your mommmy politely to have your phone back. so i can see your new tattoo 
0,almost crying. Cedric (rob) just died   
1,"@hexachordal 'Ello Mister Milsom, your adorable self is very much alive. Drunk, but alive "
0,"@stunan Oh, yeah... I need to take one of those too... "
0,"@the_fricky Yes, I am "
1,Working out in the sunshine with the 3G dongle - what a great way to work in this weather. 
0,Where the fuck is my slut?! 
0,@ywuwu I miss you too 
0,"@indraherlambang I really thought that Bu Mega would be the over-enthusiastic one. Any way, hate to miss it "
1,@nachojohnny i love britney spears she's cool 
1,@fluffy_cupycake  ok thanks   see you in a few hours
1,@jamieharrington @jodimeadows Completely made to be Angela! 
1,1:40 am...seriously can't sleep. I heard the last thing you should do is be on the computer when you can't sleep. hmmm. what do they know 
0,@StudiiousSean 
1,@regs18 nope they dont ask for your billing info or make you buy anything! They just need you to be 18+ n from USA. Oh n they pay weekly 
1,listenin' to runaway by the corrs... i love how they play violin! 
1,@DougEmerson hahahha!  true that!
1,@kidpsychnurse: Thanks for the rt 
0,Cougars game called due to weather.  No baseball tonight.  
0,Is feeling a lil better now...Foot still hurts Ouch!!!  but i think i will make it ...i wish a muthafucka would step on my shit...
1,"is laughing at the BykerGrove/GrangeHill days, oh my "
1,@colbertobsessed opening act for your now brothel 
0,"anyway, had heappppppssssssss of fun, went and saw land of the lost, extremely funny but had no story line  LOVEDDDDDDD seeing her"
0,stillll in the PICU  bt my lil man is doin A LOT better !!!!
0,"Man, I have really bad shopping karma lately.  First, my new car deal fell through; now Dell is telling me my netbook has been delayed! "
1,@skylineproject I spotted your addiction  Featured here: http://ykyat.com/~37yhr
1,Spinning right round... 
0,@DinoGoesRawr omg my moms being a loser i dont think you can come today 
0,@coy0te im good..all my stuff is packed too..we're painting the house!  so stressed !! moving again?
0,listening to &quot;its all right here&quot; i miss Hannah Montana 
0,Can't get e-mails on iPhone all of a sudden  anybody got a clue why? Tried deleting &amp; re-adding account but still failing...
0,is so heartbroken for Jake. Jillian just made a huge mistake! 
1,"@BawldGuy I think that's pretty funny, too, Jeff.  "
0,Rents just left for Greece for 2weeks without me 
